update,train_loss,train_preference_mae,train_cross_entropy
1,10.198073101895195,0.24769394319537577,1.2921405086027724
2,10.475789649145943,0.2483803883138301,1.3117861122425114
3,17.019582376760596,0.28298885388840617,1.9917458070113379
4,17.154475022764768,0.2820324139786603,1.9939996284597061
5,17.41796361698824,0.2828639158497366,1.995890862582361
6,9.551813172442573,0.24784759345460203,1.263527760548251
7,16.945341187364914,0.2842440990183204,1.9563110218766857
8,10.3671587066991,0.24810007973972684,1.294306706637144
9,9.984149600778307,0.24973390735721998,1.24673462712339
10,12.88401825938906,0.24431562317640146,1.4645622415202004
11,10.25921908872468,0.24985453027365326,1.3061247699494873
12,10.787650908742632,0.24694154169430219,1.3110625986009836
13,10.325059941836766,0.2498263534164166,1.2934201985065426
14,9.901965251990728,0.24790543894281125,1.2831655354904277
15,20.815596925584895,0.2964849398077245,2.4224119217772233
16,18.99736908862465,0.3005268800706035,2.38692024663875
17,10.120458671024867,0.24629686924026403,1.3135709834418126
18,10.025115770953041,0.24950358598939174,1.2646318117954902
19,16.877445038627176,0.2842304414040746,1.932126738350181
20,10.549588803734098,0.24616104797191157,1.3623860685953073
21,17.055167668006,0.2841680188984403,1.946474394596675
22,10.460975008351463,0.24730028107830812,1.3297147074980395
23,10.341148574437414,0.24713075268698725,1.3109282915081297
24,17.000675516970016,0.2831324599704509,1.9690148534581942
25,20.391964222255506,0.29657736990105915,2.5811945694057563
26,16.863781368031223,0.2845582541879602,1.9244685462292503
27,9.911773421934672,0.24904699850298484,1.2586841519389833
28,10.108838851962771,0.2468036312112301,1.298357072685446
29,11.000143864325114,0.24925815152756678,1.3124187993151801
30,9.846817599875587,0.24842284518776364,1.2727007291146688
31,10.106292860848564,0.2471587405882675,1.3484330706830536
32,10.005071882690702,0.2469328566916251,1.3418822708938802
33,10.43881985119411,0.2466047180257779,1.3685185970472438
34,16.696952932021198,0.2830968109119485,1.9623638167977333
35,10.420654411826815,0.24549407214535665,1.3548763269292456
36,18.693070091699298,0.3004697735230626,2.3585392426895466
37,10.204233723027366,0.2456498923407218,1.336060599290899
38,12.386699843619551,0.24454218441761788,1.4240092762878962
39,16.621367426479566,0.28324564314021056,2.024808059063028
40,9.582987708704811,0.24938191035808963,1.2559273596853018
41,10.004952094384603,0.24823908983570647,1.2832932717033796
42,18.495137081426734,0.28023691554651436,2.0451319147558773
43,9.946651918547493,0.24662095646470053,1.3283365786607777
44,9.333700216242246,0.25012201588476196,1.2612045500427485
45,18.91710132674167,0.2998009628415768,2.3084129812686065
46,16.595664788694943,0.2823903708519838,2.064843712045866
47,18.767312156526668,0.30021891125520456,2.4100396278265275
48,17.819875969606287,0.2819245826841437,2.0150944327606872
49,20.24074689965499,0.2958212926757753,2.4977664641643824
50,11.714481885944094,0.24352852434605252,1.4901115191834313
51,9.393843663590294,0.24955132897452717,1.2461180295795202
52,16.542585358900183,0.2839129527082762,2.0332488600602923
53,9.363360575267247,0.24767553128242234,1.3214430364647083
54,16.728386135662305,0.2835211833801304,1.9517718978664453
55,18.64935781453785,0.2997050039962097,2.47402103558967
56,9.923663083996091,0.24679932844353578,1.3156357572547026
57,15.834236306302687,0.283894195726921,2.0020219595993267
58,15.99728890026317,0.2817308211105999,1.9750236463459099
59,9.747831080641065,0.24838433244389208,1.2513549665787391
60,15.53891012247871,0.2684652193732045,1.846432318801389
61,11.42792971432209,0.2436226242954327,1.419335424900055
62,12.018677081380572,0.24676359405890377,1.4206023854868752
63,10.36289728326457,0.2457720263926945,1.3657481204718351
64,9.761812290975026,0.24729704334175476,1.3476439490914345
65,16.335300340371973,0.28335071445149995,1.9719079456785147
66,16.181361128302182,0.28404579319921014,2.0323948820724205
67,9.216198580605644,0.24763351053569385,1.3181871050702674
68,16.11714231967926,0.2838437306101277,1.9212093037717484
69,15.507568709990558,0.28400859582125254,1.9588224184425438
70,16.033783562043133,0.28269949669728284,2.0638974414152256
71,12.448478834969658,0.24675825372652244,1.4172150450093406
72,19.63993720447316,0.264235769271229,2.2078284516054043
73,8.933984377554484,0.24819076180826813,1.2619815870587314
74,18.365867520633497,0.29857197026489785,2.338621446372647
75,11.619041004351207,0.24353729562297424,1.4616566491978509
76,9.08667489034789,0.2480038447782547,1.314422751643828
77,9.932301271174635,0.24714757179016641,1.324810830344047
78,9.48866440142904,0.24950465781215034,1.2938687114843301
79,18.77971733871259,0.29809179310167566,2.3592663140673387
80,11.680220695478576,0.24399277568062464,1.4439247718879156
81,11.49053741140025,0.2446603137863757,1.4588404595851898
82,16.13619692886577,0.28302453947269546,1.9991433232584421
83,8.969362590994153,0.24816387220902644,1.2634217451725687
84,9.59890245965549,0.24831583111856131,1.2999720767672573
85,9.500443720391818,0.2496255162429908,1.2706671343850238
86,11.095876785261291,0.24372897992509804,1.4209828823804855
87,19.030551922948735,0.29638807085732183,2.5334340453540025
